"","ccode","donors","pop","pop.dens","gdp","gdp.lag","health","health.lag","pubhealth","pubtopriv","roads","cerebvas","assault","external","txp.pop","year","decom","corp","cbc","world","opt","consent.law","consent.practice","consistent","oeo","oeo2","proglib.trim","tradcon.trim","proglib.full","tradcon.full","statism","corporate","opt.na","oeo.yn","country"
"205",16,15.43,7110,17.2196657786389,28733,27675,2967,2812,5.7,54.9,83.9662447257384,390,8,400,0.984528832630098,1998,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"206",16,14.42,7144,17.3020101719545,28562,28733,2985,2967,5.8,55.3,81.6069428891377,381,10,387,0.979843225083987,1999,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"207",16,14,7184,17.3988859287963,29837,28562,3111,2985,5.8,55.6,82.4053452115813,354,8,409,0.974387527839644,2000,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"208",16,13.19,7233,17.5175587309276,30134,29837,3288,3111,6.2,57.1,75.2108392091802,327,6,431,0.967786533941656,2001,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"209",16,10.4,7290,17.6556066844272,30725,30134,3445,3288,6.5,57.9,70.3703703703704,300,4,453,0.960219478737997,2002,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"210",16,NA,NA,NA,NA,30725,3602,3446,NA,57.9,NA,NA,NA,NA,NA,NA,29.8,0,0.43,"Corporatist",NA,"Presumed","Informed","No",12,"None",-0.98,-0.94,-0.62,-0.97,0,1,NA,"N","Switzerland"
"211",17,NA,57238,23.5634597175909,16228,15804,977,940,5,83.6,94.3778608616653,858,7,326,0.716307348265139,NA,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"212",17,14.2,57439,23.6462064138982,16729,16228,1079,977,5.4,83.3,82.7486550949703,860,7,311,0.713800727728547,1991,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"213",17,14.4,57582,23.7050759540571,17110,16729,1184,1079,5.8,84.6,76.0480705776111,818,9,298,0.712028064325657,1992,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"214",17,13.9,57711,23.7581820427319,17952,17110,1246,1184,5.9,85.1,68.5657846857618,759,12,288,0.710436485245447,1993,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"215",17,14.2,57855,23.8174632579968,18994,17952,1331,1246,5.9,83.9,65.802437127301,721,10,283,0.708668222279838,1994,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"216",17,14.4,58005,23.8792145238977,19998,18994,1393,1331,5.8,83.9,64.9081975691751,718,10,279,0.706835617619171,1995,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"217",17,13.6,58139,23.9343789881026,20839,19998,1461,1393,5.8,82.9,64.5005934054593,698,9,279,0.705206487899689,1996,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"218",17,13.4,58283,23.9936602033675,22442,20839,1535,1461,5.5,80.4,64.2211279446837,671,7,279,0.703464131908104,1997,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"219",17,12.3,58440,24.0582931950105,23343,22442,1607,1535,5.5,80.4,61.2765229295003,660,7,274,0.701574264202601,1998,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"220",17,12.1,58635,24.1385698406817,24086,23343,1725,1607,5.8,80.6,58.3781018163213,640,8,277,0.699241067621728,1999,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"221",17,13.2,58817,24.2134947099749,25271,24086,1839,1725,5.9,80.9,60.8667562099393,620,9,280,0.69707737558869,2000,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"222",17,13.2,59051,24.3098266847804,26720,25271,2012,1839,6.2,83,60.9303822119862,600,10,283,0.694315083571828,2001,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"223",17,13,59232,24.3843398789675,27959,26720,2160,2012,6.4,83.4,60.4571853052404,580,11,286,0.692193408968125,2002,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"224",17,NA,NA,NA,NA,27959,2308,2160,NA,83.4,NA,NA,NA,NA,NA,NA,23.4,0,0.47,"Liberal","In","Informed","Informed","Yes",13,"UKtrans",0.26,-0.85,-0.4,-1.09,0,0,"In","Y","United Kingdom"
"225",18,NA,249623,2.59238411937161,23038,22039,2738,2475,4.7,39.6,178.665427464617,474,97,576,1.09765526413832,NA,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"226",18,17.89,252981,2.62725761209003,23443,23038,2957,2738,5.2,41.2,164.075562986944,457,103,565,1.08308529099023,1991,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"227",18,17.62,256514,2.66394851434559,24411,23443,3165,2957,5.5,42.4,153.01309090342,447,99,545,1.06816781930031,1992,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"228",18,18.7,259919,2.6993101113397,25327,24411,3357,3165,5.7,43.1,154.471200643277,454,101,559,1.05417456976981,1993,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"229",18,19.38,263126,2.7326154392575,26578,25327,3500,3357,5.9,44.8,154.739554433997,453,96,553,1.0413262087365,1994,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"230",18,20.14,266278,2.76534958132077,27559,26578,3655,3500,6,45.3,157.042639647286,457,88,546,1.02899976716064,1995,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"231",18,20.1,269394,2.79770985627925,28772,27559,3792,3655,6,45.6,156.146759022101,452,80,535,1.01709763394879,1996,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"232",18,20.09,272647,2.83149290327539,30283,28772,3939,3792,5.9,45.3,154.093021379293,443,75,526,1.00496246061758,1997,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"233",18,21,275854,2.86479823119319,31612,30283,4096,3939,5.8,44.5,150.445525531622,428,68,519,0.993279053412312,1998,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"234",18,20.87,279040,2.89788546996653,33016,31612,4298,4096,5.8,44.3,149.50186353211,440,64,514,0.981938073394495,1999,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"235",18,21.21,282224,2.93095193834516,34590,33016,4538,4298,5.8,44.4,148.623079539656,432,61,499,0.970860026078576,2000,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"236",18,21.31,285318,2.96308373896183,35118,34590,4869,4538,6.2,44.9,147.891124990362,424,58,484,0.960331980456894,2001,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"237",18,21.47,288369,2.99476897609224,36006,35118,5267,4869,6.6,44.9,148.472963460011,416,55,469,0.950171481677989,2002,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
"238",18,NA,NA,NA,NA,36006,5665,5267,NA,44.9,NA,NA,NA,NA,NA,NA,13.8,0,0.18,"Liberal","In","Informed","Informed","Yes",14,"None",-1.23,-0.85,-1.24,-1.43,0,0,"In","N","United States"
